sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
龍潭,桃園市,56,細懸浮微粒,普通,0.9,0.27,12.3,12.3,21,17,11.9,14,2.1,1.5,198,"2024-01-05 02:00",,0.5,17.7,31,1,121.21645772,24.86400048,21
平鎮,桃園市,67,細懸浮微粒,普通,1.2,0.54,8.4,13.2,28,25,25.5,26,0.4,0.2,199,"2024-01-05 02:00",,0.6,22.2,32,1,121.203986,24.952786,20
觀音,桃園市,81,細懸浮微粒,普通,1.3,0.5,4.9,10.4,48,31,26.9,27.8,0.8,0.2,164,"2024-01-05 02:00",,0.4,27.6,48,1,121.08283092,25.03556747,19
大園,桃園市,69,細懸浮微粒,普通,3.1,0.58,2.8,17.5,41,26,33,34.5,1.5,1.2,189,"2024-01-05 02:00",,0.4,22.7,37,1,121.20251473,25.06100357,18
桃園,桃園市,60,細懸浮微粒,普通,1.1,0.54,9.5,20.7,26,20,23.5,24.6,1,0.3,169,"2024-01-05 02:00",,0.5,19,30,1,121.30500531,24.9947107,17
中壢,桃園市,64,細懸浮微粒,普通,2.4,0.98,6.1,6.0,37,23,29.1,38.5,9.4,0.3,206,"2024-01-05 01:00",,1.4,20.6,39,2,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.6,0.37,10.6,13.5,22,14,21,23.3,2.3,1.5,198,"2024-01-05 01:00",,0.5,18.1,34,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.4,0.62,5,15.4,33,23,34.4,42.3,7.9,0.2,149,"2024-01-05 01:00",,0.6,21.6,33,1,121.203986,24.952786,20
觀音,桃園市,79,細懸浮微粒,普通,1.3,0.49,8.9,12.8,46,36,23.4,24.3,0.9,0.8,173,"2024-01-05 01:00",,0.4,26.8,48,1,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,1.5,0.53,9.9,19.9,42,28,21,22.2,1.2,1.2,188,"2024-01-05 01:00",,0.4,22,37,1,121.20251473,25.06100357,18
桃園,桃園市,58,細懸浮微粒,普通,1.5,0.63,7.2,22.6,31,30,27.9,29.1,1.2,0.5,196,"2024-01-05 01:00",,0.5,18.4,31,1,121.30500531,24.9947107,17
中壢,桃園市,61,細懸浮微粒,普通,2.4,1.07,3.3,6.9,35,23,33.8,54.1,20.2,0.2,181,"2024-01-05 00:00",,1.4,19.7,39,2,121.221667,24.953278,68
龍潭,桃園市,61,細懸浮微粒,普通,1.7,0.56,5.5,15.7,35,18,31.2,34,2.7,1.2,215,"2024-01-05 00:00",,0.5,19.5,36,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.3,0.67,3.8,18.8,29,23,36.7,38.9,2.2,0.4,233,"2024-01-05 00:00",,0.6,21.4,34,1,121.203986,24.952786,20
觀音,桃園市,74,細懸浮微粒,普通,2.2,0.49,5,15.7,48,30,32.3,36.2,3.9,0.2,168,"2024-01-05 00:00",,0.4,24.9,49,1,121.08283092,25.03556747,19
大園,桃園市,65,細懸浮微粒,普通,1.8,0.5,12,22.0,38,28,22,23.3,1.2,0.9,209,"2024-01-05 00:00",,0.4,21,36,1,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,0.9,0.47,21.5,25.4,21,14,18.4,19,0.5,0.7,133,"2024-01-05 00:00",,0.4,16.4,33,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,2.7,1.47,3.3,8.6,36,21,39.1,76,36.8,0.2,264,"2024-01-04 23:00",,1.4,19.9,41,2,121.221667,24.953278,68
龍潭,桃園市,61,細懸浮微粒,普通,1.6,0.66,8.6,18.9,32,19,30.1,32,1.9,0.6,248,"2024-01-04 23:00",,0.5,19.7,38,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.5,0.71,7.3,22.5,31,20,35.2,36.9,1.7,0.4,201,"2024-01-04 23:00",,0.5,21.1,35,1,121.203986,24.952786,20
觀音,桃園市,70,細懸浮微粒,普通,2.7,0.6,2.7,19.6,54,25,37.1,42.3,5.2,0.2,204,"2024-01-04 23:00",,0.4,23.4,49,1,121.08283092,25.03556747,19
大園,桃園市,60,細懸浮微粒,普通,2.3,0.54,14.6,24.5,26,15,26.8,28,1.2,0.2,232,"2024-01-04 23:00",,0.4,19,35,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,1,0.46,24.4,26.7,25,17,18.4,19.1,0.7,0.8,103,"2024-01-04 23:00",,0.4,16.6,35,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,2.7,1.45,5.9,10.7,38,17,37.2,75,37.7,0.2,234,"2024-01-04 22:00",,1.3,20,43,2,121.221667,24.953278,68
龍潭,桃園市,60,細懸浮微粒,普通,1.7,0.61,13.3,20.4,36,19,28,30.5,2.4,0.3,211,"2024-01-04 22:00",,0.5,19.2,39,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.7,0.67,15.8,26.1,32,21,28.4,30.2,1.7,0.5,93,"2024-01-04 22:00",,0.5,21.5,36,1,121.203986,24.952786,20
觀音,桃園市,69,細懸浮微粒,普通,1.5,0.65,7.9,24.2,48,29,34.8,37.5,2.7,0.2,273,"2024-01-04 22:00",,0.3,22.9,49,1,121.08283092,25.03556747,19
大園,桃園市,61,細懸浮微粒,普通,2.7,0.53,22.3,27.1,37,22,21.9,23,1.1,0.2,206,"2024-01-04 22:00",,0.3,19.7,38,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,1.3,0.49,24.2,27.8,33,16,19.8,21.1,1.3,1.5,93,"2024-01-04 22:00",,0.4,16.9,37,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,2.8,1.57,5.6,12.5,41,16,38.3,90.1,51.8,0.2,261,"2024-01-04 21:00",,1.2,20.5,44,2,121.221667,24.953278,68
龍潭,桃園市,61,細懸浮微粒,普通,1.7,0.57,14,21.6,34,23,28.7,32.4,3.7,0.5,48,"2024-01-04 21:00",,0.4,19.7,40,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.5,0.59,19.5,28.4,34,22,24,25.4,1.3,0.6,109,"2024-01-04 21:00",,0.4,21.7,38,1,121.203986,24.952786,20
觀音,桃園市,66,細懸浮微粒,普通,1.8,0.49,14.3,28.4,52,27,29.1,30.8,1.6,0.6,37,"2024-01-04 21:00",,0.3,21.4,48,1,121.08283092,25.03556747,19
大園,桃園市,61,細懸浮微粒,普通,2.2,0.36,28.8,29,31,23,15.8,16.4,0.6,1.4,113,"2024-01-04 21:00",,0.3,19.6,40,1,121.20251473,25.06100357,18
桃園,桃園市,55,細懸浮微粒,普通,1.3,0.49,26.5,28.9,40,18,18.5,19.9,1.4,1.8,67,"2024-01-04 21:00",,0.4,17,39,1,121.30500531,24.9947107,17
中壢,桃園市,65,細懸浮微粒,普通,2.8,1.74,6.3,14.4,39,25,38,84.3,46.2,0.3,266,"2024-01-04 20:00",,1.1,21.2,45,2,121.221667,24.953278,68
龍潭,桃園市,59,細懸浮微粒,普通,1.6,0.56,16.4,25.0,45,19,28.5,31.6,3.1,0.7,58,"2024-01-04 20:00",,0.4,18.9,41,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.2,0.57,22.2,30.2,36,21,23.4,25.5,2.1,1.2,110,"2024-01-04 20:00",,0.4,21.4,39,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,1.9,0.39,20.1,31.8,48,20,24.7,26,1.3,1,60,"2024-01-04 20:00",,0.3,20.7,47,1,121.08283092,25.03556747,19
大園,桃園市,59,細懸浮微粒,普通,1.7,0.36,29.4,30.2,31,14,16.5,17.8,1.3,1.9,124,"2024-01-04 20:00",,0.3,18.7,43,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,1,0.5,27,29.9,33,16,18.5,19.8,1.2,2,68,"2024-01-04 20:00",,0.4,16.7,39,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,2.7,1.72,6.8,16.0,49,21,39.8,88.2,48.3,0.5,294,"2024-01-04 19:00",,1,20.4,47,2,121.221667,24.953278,68
龍潭,桃園市,60,細懸浮微粒,普通,1.6,0.6,17.4,27.8,43,17,29.1,33,3.9,0.8,123,"2024-01-04 19:00",,0.4,19.2,40,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.3,0.61,23.5,31.8,36,23,22.4,25.7,3.2,2.5,91,"2024-01-04 19:00",,0.4,21.6,40,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,2.1,0.36,19.8,33.8,56,22,25.5,27.2,1.6,1.9,54,"2024-01-04 19:00",,0.2,20.7,47,1,121.08283092,25.03556747,19
大園,桃園市,62,細懸浮微粒,普通,1.9,0.44,20.5,30.8,43,19,26.9,29.7,2.7,0.9,99,"2024-01-04 19:00",,0.3,19.9,44,1,121.20251473,25.06100357,18
桃園,桃園市,56,細懸浮微粒,普通,1.1,0.52,25.2,31.0,38,19,20.3,21.9,1.5,2,68,"2024-01-04 19:00",,0.4,17.4,40,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,2.6,1.48,11.1,17.8,45,20,35.3,74,38.7,0.5,285,"2024-01-04 18:00",,0.8,20.2,46,2,121.221667,24.953278,68
龍潭,桃園市,59,細懸浮微粒,普通,1.6,0.51,22.4,30.4,39,23,25.8,28.9,3,1.4,61,"2024-01-04 18:00",,0.3,18.9,39,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.4,0.54,26.5,33.4,42,23,20,22.7,2.7,2.6,83,"2024-01-04 18:00",,0.4,21.3,40,1,121.203986,24.952786,20
觀音,桃園市,62,細懸浮微粒,普通,1.3,0.37,23.7,35.9,46,21,22.7,24.5,1.7,2.4,59,"2024-01-04 18:00",,0.2,20,45,1,121.08283092,25.03556747,19
大園,桃園市,63,細懸浮微粒,普通,2.1,0.39,21.9,32.4,47,21,27.4,30.2,2.8,1.6,58,"2024-01-04 18:00",,0.3,20.3,44,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,0.9,0.56,24.7,32.3,42,16,21,23.4,2.4,1.9,87,"2024-01-04 18:00",,0.3,16.6,41,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,2.6,1.15,13,19.0,42,19,32.8,67.8,34.9,0.8,288,"2024-01-04 17:00",,0.7,20,45,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.4,0.41,28.3,32.4,42,19,19.7,22.4,2.6,1.8,76,"2024-01-04 17:00",,0.3,18,41,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.3,0.44,31.5,34.3,39,19,15.3,18.1,2.8,2.7,84,"2024-01-04 17:00",,0.3,21,39,1,121.203986,24.952786,20
觀音,桃園市,61,細懸浮微粒,普通,1,0.31,31.8,37.4,48,22,15.6,17.7,2,3.2,67,"2024-01-04 17:00",,0.2,19.5,44,1,121.08283092,25.03556747,19
大園,桃園市,63,細懸浮微粒,普通,2.1,0.35,26.3,33.3,47,16,22.5,26.8,4.3,3.3,74,"2024-01-04 17:00",,0.3,20.5,43,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,1.2,0.45,29.4,33.2,41,16,16.6,18.8,2.2,2.3,57,"2024-01-04 17:00",,0.3,16.9,41,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,2.7,0.89,16.7,19.8,50,19,31.2,61.7,30.4,0.6,286,"2024-01-04 16:00",,0.7,20.5,45,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,,0.37,30.8,33.3,39,21,17.3,20.1,2.8,3.3,66,"2024-01-04 16:00",,0.3,18.3,40,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.2,0.39,33.8,34.5,43,22,14.1,16.9,2.7,3.4,84,"2024-01-04 16:00",,0.3,21.3,39,1,121.203986,24.952786,20
觀音,桃園市,59,細懸浮微粒,普通,0.9,0.27,36.9,37.8,43,19,11.9,14.1,2.2,4.5,70,"2024-01-04 16:00",,0.2,18.9,44,1,121.08283092,25.03556747,19
大園,桃園市,65,細懸浮微粒,普通,1.8,0.31,32.5,33.7,41,20,16.7,20.6,3.8,3.5,82,"2024-01-04 16:00",,0.3,21.1,42,1,121.20251473,25.06100357,18
桃園,桃園市,55,細懸浮微粒,普通,0.9,0.4,31.9,33.5,43,19,14.7,17.4,2.6,2.6,72,"2024-01-04 16:00",,0.3,17.2,40,1,121.30500531,24.9947107,17
中壢,桃園市,64,細懸浮微粒,普通,2.4,0.74,20.4,20.0,46,21,26.3,48.2,21.9,1.4,293,"2024-01-04 15:00",,0.7,20.6,45,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,,,,34.0,,14,,,,3.8,69,"2024-01-04 15:00",,0.3,17.9,40,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.3,0.37,35.8,34.5,37,20,12.9,15.8,2.8,3.7,78,"2024-01-04 15:00",,0.4,21.1,39,1,121.203986,24.952786,20
觀音,桃園市,61,細懸浮微粒,普通,0.8,0.25,39.2,37.3,41,16,10,12.4,2.4,5,75,"2024-01-04 15:00",,0.2,19.5,45,1,121.08283092,25.03556747,19
大園,桃園市,65,細懸浮微粒,普通,1.5,0.3,35.1,33.8,44,22,15.2,19.2,4,4.2,74,"2024-01-04 15:00",,0.3,21.2,42,1,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,0.8,0.36,33.3,33.4,45,13,14.5,17.7,3.1,3.3,61,"2024-01-04 15:00",,0.3,16.3,39,1,121.30500531,24.9947107,17
中壢,桃園市,64,細懸浮微粒,普通,2.5,0.66,20.4,20.6,43,19,27.1,47.6,20.5,1,287,"2024-01-04 14:00",,0.7,20.7,45,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.8,0.35,,34.9,45,,14.7,17.5,2.8,3.6,67,"2024-01-04 14:00",,0.3,18.2,38,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.3,0.39,34,34.7,38,21,14.5,17.9,3.4,3,81,"2024-01-04 14:00",,0.4,21.3,39,1,121.203986,24.952786,20
觀音,桃園市,63,細懸浮微粒,普通,1,0.23,41.8,36.9,42,17,7.8,9.7,1.9,5.2,74,"2024-01-04 14:00",,0.2,20.5,46,1,121.08283092,25.03556747,19
大園,桃園市,64,細懸浮微粒,普通,1.4,0.28,37.5,33.5,43,22,12.5,15.6,3.1,4.2,71,"2024-01-04 14:00",,0.3,20.8,44,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,0.8,0.36,33.3,33.8,37,18,14.4,17.2,2.8,3.4,67,"2024-01-04 14:00",,0.3,16.9,38,1,121.30500531,24.9947107,17
中壢,桃園市,64,細懸浮微粒,普通,2.5,0.67,20.6,22.2,42,23,24.8,44.3,19.5,1.1,332,"2024-01-04 13:00",,0.6,20.8,46,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.7,0.34,34.6,35.8,40,21,14.2,17.1,2.9,4.6,63,"2024-01-04 13:00",,0.3,17.9,37,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1.1,0.4,34.5,35.3,41,22,13.4,16.6,3.1,3.1,67,"2024-01-04 13:00",,0.4,21.1,40,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,1.1,0.24,41,36.6,45,18,9.7,11.8,2,6.7,69,"2024-01-04 13:00",,0.2,20.8,46,1,121.08283092,25.03556747,19
大園,桃園市,64,細懸浮微粒,普通,1.6,0.28,38.1,33.5,42,20,13.4,16.4,3,4.2,59,"2024-01-04 13:00",,0.3,20.7,44,1,121.20251473,25.06100357,18
